customer_id,signup_date,region,acquisition_channel,age,primary_category
104318,2024-10-16,South,Organic Search,31,Beauty & Personal Care
104319,2025-02-26,West,Social Media,32,Fashion
104320,2024-08-15,South,Social Media,18,Beauty & Personal Care
104321,2023-07-27,North,Social Media,40,Home & Kitchen
104322,2023-01-20,West,Paid Ads,40,Fashion
104323,2023-01-01,North,Organic Search,34,Electronics
104324,2025-05-09,South,Direct,30,Books
104325,2024-06-21,West,Social Media,63,Beauty & Personal Care
104326,2024-12-13,Central,Organic Search,21,Beauty & Personal Care
104327,2024-09-01,South,Paid Ads,27,Home & Kitchen
104328,2024-11-13,South,Organic Search,42,Beauty & Personal Care
104329,2025-05-03,South,Paid Ads,23,Electronics
104330,2023-01-14,East,Paid Ads,23,Books
104331,2025-01-14,North,Organic Search,47,Grocery
104332,2024-12-09,East,Paid Ads,41,Electronics
104333,2023-01-01,Central,Referral,40,Sports & Outdoors
104334,2025-05-24,North,Direct,37,Home & Kitchen
104335,2024-02-02,Central,Referral,27,Sports & Outdoors
104336,2023-05-14,East,Social Media,32,Beauty & Personal Care
104337,2023-01-01,West,Email,34,Fashion
104338,2024-02-29,West,Organic Search,44,Home & Kitchen
104339,2023-10-04,Central,Referral,39,Electronics
104340,2023-05-15,West,Organic Search,24,Electronics
104341,2024-08-10,Central,Organic Search,43,Electronics
104342,2025-02-10,South,Social Media,18,Toys & Games
104343,2023-01-01,South,Organic Search,31,Toys & Games
104344,2023-11-24,West,Referral,22,Electronics
104345,2024-06-21,North,Referral,25,Fashion
104346,2025-04-27,North,Organic Search,56,Home & Kitchen
104347,2025-07-24,South,Paid Ads,18,Books
104348,2024-02-10,South,Social Media,25,Fashion
104349,2025-07-27,North,Referral,40,Fashion
104350,2024-06-25,West,Email,29,Beauty & Personal Care
104351,2025-01-05,East,Paid Ads,36,Electronics
104352,2024-11-13,South,Email,50,Beauty & Personal Care
104353,2023-01-01,South,Paid Ads,42,Grocery
104354,2025-01-03,Central,Organic Search,29,Toys & Games
104355,2024-06-09,Central,Social Media,33,Beauty & Personal Care
104356,2025-01-02,North,Organic Search,40,Home & Kitchen
104357,2024-03-18,West,Organic Search,41,Sports & Outdoors
104358,2024-05-09,South,Organic Search,35,Grocery
104359,2024-06-25,South,Email,38,Home & Kitchen
104360,2023-05-13,East,Direct,38,Grocery
104361,2025-05-23,Central,Direct,33,Home & Kitchen
104362,2025-06-19,East,Paid Ads,28,Home & Kitchen
104363,2025-04-03,Central,Paid Ads,43,Beauty & Personal Care
104364,2024-05-08,Central,Email,38,Home & Kitchen
104365,2024-01-12,West,Paid Ads,18,Fashion
104366,2025-08-20,West,Paid Ads,25,Grocery
104367,2024-01-17,West,Organic Search,29,Toys & Games
104368,2024-10-09,South,Social Media,32,Beauty & Personal Care
104369,2023-01-01,Central,Referral,48,Sports & Outdoors
104370,2024-02-17,Central,Paid Ads,70,Fashion
104371,2023-01-01,West,Organic Search,18,Books
104372,2023-01-25,West,Referral,38,Fashion
104373,2024-10-09,Central,Social Media,35,Fashion
104374,2023-07-24,North,Organic Search,33,Home & Kitchen
104375,2024-10-10,North,Paid Ads,40,Electronics
104376,2023-01-01,Central,Direct,36,Fashion
104377,2024-09-15,East,Referral,31,Fashion
104378,2023-12-22,West,Social Media,35,Home & Kitchen
104379,2023-01-01,East,Referral,41,Home & Kitchen
104380,2023-12-03,East,Direct,40,Books
104381,2024-11-05,North,Paid Ads,37,Electronics
104382,2025-04-19,South,Paid Ads,28,Home & Kitchen
104383,2025-05-22,North,Paid Ads,66,Electronics
104384,2024-01-19,East,Email,38,Sports & Outdoors
104385,2024-07-27,North,Organic Search,43,Grocery
104386,2025-04-01,Central,Organic Search,29,Toys & Games
104387,2023-09-18,South,Organic Search,37,Beauty & Personal Care
104388,2023-09-25,West,Referral,36,Grocery
104389,2024-08-01,North,Referral,18,Home & Kitchen
104390,2023-01-01,North,Paid Ads,27,Fashion
104391,2025-06-11,East,Organic Search,26,Grocery
104392,2024-10-27,West,Email,28,Electronics
104393,2023-12-06,Central,Organic Search,23,Beauty & Personal Care
104394,2025-03-14,East,Referral,35,Toys & Games
104395,2023-07-31,West,Organic Search,50,Fashion
104396,2023-02-25,West,Direct,36,Fashion
104397,2025-08-09,West,Paid Ads,22,Electronics
104398,2023-01-01,West,Referral,23,Beauty & Personal Care
104399,2024-01-01,North,Organic Search,30,Books
104400,2024-11-25,East,Organic Search,19,Beauty & Personal Care
104401,2025-05-13,Central,Referral,38,Fashion
104402,2023-05-22,East,Social Media,49,Home & Kitchen
104403,2025-04-08,North,Email,28,Grocery
104404,2024-01-02,West,Social Media,35,Toys & Games
104405,2025-04-02,South,Social Media,30,Fashion
104406,2024-07-02,East,Direct,28,Books
104407,2023-06-16,East,Paid Ads,37,Grocery
104408,2024-11-22,West,Direct,27,Books
104409,2023-01-01,Central,Paid Ads,26,Grocery
104410,2023-11-25,West,Paid Ads,18,Books
104411,2025-03-14,Central,Email,35,Fashion
104412,2025-05-04,North,Organic Search,46,Beauty & Personal Care
104413,2025-01-27,West,Organic Search,42,Beauty & Personal Care
104414,2024-07-18,East,Organic Search,51,Fashion
104415,2023-01-01,West,Social Media,27,Electronics
104416,2023-01-01,North,Social Media,44,Grocery
104417,2024-12-01,East,Organic Search,22,Sports & Outdoors
104418,2024-12-08,North,Organic Search,42,Electronics
104419,2023-09-09,West,Paid Ads,53,Sports & Outdoors
104420,2023-09-13,South,Paid Ads,40,Books
104421,2023-01-01,North,Organic Search,53,Home & Kitchen
104422,2023-01-01,North,Organic Search,28,Sports & Outdoors
104423,2025-02-09,South,Email,33,Grocery
104424,2025-05-27,Central,Referral,24,Grocery
104425,2023-11-18,Central,Paid Ads,35,Electronics
104426,2024-04-18,North,Organic Search,37,Home & Kitchen
104427,2025-07-13,Central,Organic Search,35,Electronics
104428,2025-05-30,East,Paid Ads,29,Sports & Outdoors
104429,2023-12-11,South,Paid Ads,29,Home & Kitchen
104430,2024-08-14,Central,Direct,38,Sports & Outdoors
104431,2023-11-30,South,Referral,33,Sports & Outdoors
104432,2025-03-25,North,Paid Ads,22,Electronics
104433,2023-10-28,South,Organic Search,18,Toys & Games
104434,2024-03-03,North,Referral,28,Home & Kitchen
104435,2023-09-23,East,Direct,19,Toys & Games
104436,2024-11-14,North,Organic Search,25,Electronics
104437,2025-01-03,South,Email,30,Fashion
104438,2025-05-13,South,Organic Search,33,Home & Kitchen
104439,2024-10-03,West,Referral,27,Toys & Games
104440,2023-03-23,Central,Organic Search,59,Electronics
104441,2023-01-01,North,Social Media,21,Beauty & Personal Care
104442,2025-04-07,West,Organic Search,48,Electronics
104443,2024-07-18,North,Social Media,33,Fashion
104444,2023-01-01,Central,Social Media,27,Beauty & Personal Care
104445,2023-01-01,South,Social Media,41,Fashion
104446,2024-10-14,Central,Referral,30,Fashion
104447,2023-01-28,West,Organic Search,26,Books
104448,2023-05-15,South,Referral,54,Sports & Outdoors
104449,2023-07-01,South,Organic Search,18,Electronics
104450,2025-06-13,South,Referral,32,Fashion
104451,2024-12-14,East,Organic Search,37,Beauty & Personal Care
104452,2024-08-21,East,Paid Ads,50,Grocery
104453,2024-08-29,West,Paid Ads,30,Home & Kitchen
104454,2024-07-21,East,Direct,64,Fashion
104455,2023-01-01,West,Referral,43,Electronics
104456,2024-10-05,East,Organic Search,18,Fashion
104457,2024-02-13,South,Referral,19,Home & Kitchen
104458,2024-02-28,South,Organic Search,37,Fashion
104459,2024-07-17,West,Paid Ads,22,Beauty & Personal Care
104460,2025-03-29,North,Paid Ads,41,Fashion
104461,2024-06-04,South,Email,30,Fashion
104462,2025-07-14,South,Direct,21,Books
104463,2024-01-02,West,Direct,24,Sports & Outdoors
104464,2025-07-25,North,Organic Search,44,Grocery
104465,2024-02-10,East,Organic Search,18,Beauty & Personal Care
104466,2024-12-26,West,Email,46,Toys & Games
104467,2025-03-07,Central,Paid Ads,46,Fashion
104468,2023-09-01,East,Social Media,31,Beauty & Personal Care
104469,2024-11-05,Central,Direct,19,Home & Kitchen
104470,2024-06-22,West,Organic Search,41,Books
104471,2025-06-10,West,Paid Ads,29,Fashion
104472,2023-01-01,South,Direct,18,Electronics
104473,2024-05-20,Central,Referral,56,Home & Kitchen
104474,2024-05-20,South,Direct,25,Books
104475,2023-12-24,North,Referral,18,Sports & Outdoors
104476,2025-08-14,North,Paid Ads,38,Books
104477,2023-01-01,West,Email,34,Books
104478,2024-10-15,West,Email,51,Electronics
104479,2023-01-01,North,Direct,30,Sports & Outdoors
104480,2024-10-24,Central,Paid Ads,30,Beauty & Personal Care
104481,2024-12-20,South,Social Media,38,Electronics
104482,2024-01-23,West,Paid Ads,37,Fashion
104483,2023-01-01,East,Organic Search,37,Fashion
104484,2023-01-29,East,Direct,37,Electronics
104485,2023-12-06,West,Direct,36,Electronics
104486,2024-01-29,Central,Social Media,30,Grocery
104487,2024-06-07,West,Direct,44,Home & Kitchen
104488,2023-01-01,Central,Paid Ads,31,Home & Kitchen
104489,2023-08-19,Central,Email,43,Grocery
104490,2025-05-16,South,Referral,50,Home & Kitchen
104491,2025-03-06,East,Referral,27,Fashion
104492,2023-11-20,North,Referral,61,Fashion
104493,2025-04-03,Central,Referral,27,Electronics
104494,2024-05-22,Central,Direct,27,Fashion
104495,2023-07-06,Central,Paid Ads,40,Grocery
104496,2024-01-20,West,Email,39,Beauty & Personal Care
104497,2025-04-26,Central,Organic Search,35,Beauty & Personal Care
104498,2025-02-24,West,Organic Search,44,Home & Kitchen
104499,2024-01-06,South,Referral,37,Home & Kitchen
104500,2023-01-01,South,Email,57,Books
104501,2024-08-02,East,Direct,34,Home & Kitchen
104502,2023-06-16,East,Organic Search,25,Fashion
104503,2024-01-16,West,Organic Search,28,Fashion
104504,2024-12-28,West,Social Media,40,Fashion
104505,2023-06-10,Central,Direct,40,Beauty & Personal Care
104506,2025-06-13,West,Direct,37,Electronics
104507,2023-07-21,North,Direct,25,Electronics
104508,2023-12-20,South,Social Media,47,Beauty & Personal Care
104509,2024-12-07,South,Direct,56,Sports & Outdoors
104510,2025-03-21,West,Organic Search,35,Fashion
104511,2024-11-16,South,Direct,54,Electronics
104512,2025-01-14,Central,Social Media,44,Books
104513,2024-09-20,South,Paid Ads,59,Electronics
104514,2024-10-21,East,Social Media,40,Fashion
104515,2024-12-07,Central,Email,36,Home & Kitchen
104516,2025-06-16,South,Organic Search,44,Sports & Outdoors
104517,2025-04-12,North,Organic Search,30,Sports & Outdoors
104518,2023-03-11,South,Referral,39,Home & Kitchen
104519,2024-12-01,South,Direct,49,Grocery
104520,2024-09-15,West,Referral,44,Home & Kitchen
104521,2024-11-05,West,Organic Search,34,Home & Kitchen
104522,2023-01-01,East,Referral,37,Home & Kitchen
104523,2025-01-19,East,Organic Search,43,Beauty & Personal Care
104524,2025-02-02,East,Paid Ads,42,Home & Kitchen
104525,2023-12-10,North,Organic Search,43,Toys & Games
104526,2024-04-24,North,Social Media,38,Grocery
104527,2023-11-27,West,Paid Ads,25,Home & Kitchen
104528,2023-12-26,Central,Organic Search,27,Electronics
104529,2023-05-26,East,Paid Ads,40,Beauty & Personal Care
104530,2025-04-29,North,Referral,44,Fashion
104531,2024-01-22,Central,Paid Ads,42,Fashion
104532,2025-02-01,South,Organic Search,27,Home & Kitchen
104533,2025-07-11,West,Social Media,33,Sports & Outdoors
104534,2023-12-29,Central,Email,22,Sports & Outdoors
104535,2024-01-24,Central,Email,19,Beauty & Personal Care
104536,2024-07-05,North,Paid Ads,35,Sports & Outdoors
104537,2023-05-16,North,Referral,49,Fashion
104538,2025-01-30,West,Email,36,Home & Kitchen
104539,2023-10-17,West,Referral,55,Electronics
104540,2024-08-20,Central,Social Media,33,Electronics
104541,2024-07-28,East,Organic Search,35,Fashion
104542,2025-07-01,North,Paid Ads,24,Sports & Outdoors
104543,2023-05-10,West,Paid Ads,31,Toys & Games
104544,2024-02-09,West,Paid Ads,21,Beauty & Personal Care
104545,2023-11-05,East,Direct,18,Electronics
104546,2025-02-25,West,Organic Search,22,Beauty & Personal Care
104547,2024-03-28,South,Social Media,35,Fashion
104548,2024-08-21,Central,Direct,26,Grocery
104549,2024-01-18,North,Social Media,29,Sports & Outdoors
104550,2024-04-14,Central,Organic Search,39,Home & Kitchen
104551,2023-01-01,Central,Direct,18,Home & Kitchen
104552,2023-01-01,West,Paid Ads,35,Sports & Outdoors
104553,2024-09-23,Central,Organic Search,44,Toys & Games
104554,2023-12-30,Central,Paid Ads,45,Fashion
104555,2024-10-16,North,Organic Search,40,Sports & Outdoors
104556,2023-06-01,East,Email,34,Books
104557,2024-08-08,West,Organic Search,28,Fashion
104558,2024-11-20,Central,Email,34,Fashion
104559,2024-04-02,West,Organic Search,53,Fashion
104560,2023-01-06,East,Direct,38,Fashion
104561,2023-04-17,East,Organic Search,33,Fashion
104562,2024-11-06,North,Direct,41,Electronics
104563,2023-01-01,South,Organic Search,35,Fashion
104564,2025-02-14,East,Direct,37,Home & Kitchen
104565,2024-12-18,Central,Email,32,Beauty & Personal Care
104566,2023-06-24,Central,Social Media,30,Home & Kitchen
104567,2025-07-11,West,Organic Search,45,Fashion
104568,2024-06-21,North,Social Media,18,Electronics
104569,2024-09-24,West,Social Media,40,Beauty & Personal Care
104570,2023-01-01,East,Social Media,29,Grocery
104571,2025-03-18,West,Referral,18,Beauty & Personal Care
104572,2025-02-28,East,Direct,24,Beauty & Personal Care
104573,2023-01-01,West,Direct,34,Home & Kitchen
104574,2024-09-21,South,Social Media,36,Beauty & Personal Care
104575,2023-01-31,North,Organic Search,43,Books
104576,2024-11-03,South,Organic Search,43,Fashion
104577,2024-12-27,Central,Referral,18,Toys & Games
104578,2023-01-01,North,Direct,39,Electronics
104579,2023-01-01,South,Paid Ads,43,Fashion
104580,2023-01-01,South,Organic Search,37,Toys & Games
104581,2024-11-19,Central,Paid Ads,40,Grocery
104582,2024-07-05,South,Paid Ads,18,Electronics
104583,2025-02-20,Central,Direct,24,Home & Kitchen
104584,2025-01-21,Central,Referral,50,Books
104585,2025-01-31,West,Organic Search,31,Beauty & Personal Care
104586,2024-10-28,South,Paid Ads,59,Toys & Games
104587,2024-05-13,East,Organic Search,20,Sports & Outdoors
104588,2024-06-22,West,Referral,52,Books
104589,2023-09-10,North,Referral,28,Beauty & Personal Care
104590,2024-04-25,Central,Organic Search,44,Toys & Games
104591,2023-10-28,East,Paid Ads,31,Beauty & Personal Care
104592,2023-08-13,Central,Direct,36,Electronics
104593,2024-11-15,West,Email,41,Sports & Outdoors
104594,2024-08-14,Central,Social Media,28,Beauty & Personal Care
104595,2023-01-01,North,Social Media,43,Grocery
104596,2024-12-05,North,Direct,32,Home & Kitchen
104597,2023-10-01,North,Referral,36,Fashion
104598,2025-04-21,Central,Direct,18,Books
104599,2023-07-29,Central,Organic Search,31,Grocery
104600,2025-01-10,Central,Organic Search,48,Electronics
104601,2024-06-10,South,Organic Search,42,Fashion
104602,2025-05-12,South,Direct,44,Fashion
104603,2024-07-14,South,Referral,35,Electronics
104604,2024-07-07,Central,Organic Search,53,Beauty & Personal Care
104605,2024-08-26,South,Direct,38,Electronics
104606,2024-01-14,East,Direct,27,Toys & Games
104607,2023-02-24,West,Organic Search,44,Fashion
104608,2025-03-01,South,Referral,45,Electronics
104609,2024-08-18,East,Referral,41,Fashion
104610,2025-06-24,West,Organic Search,30,Home & Kitchen
104611,2024-04-29,West,Referral,38,Grocery
104612,2025-03-14,North,Organic Search,50,Beauty & Personal Care
104613,2024-06-25,East,Direct,40,Toys & Games
104614,2024-04-15,North,Email,18,Home & Kitchen
104615,2025-06-09,North,Direct,28,Electronics
104616,2024-02-17,West,Email,27,Grocery
104617,2023-03-26,East,Organic Search,26,Beauty & Personal Care
104618,2023-11-14,South,Paid Ads,18,Beauty & Personal Care
104619,2025-02-25,North,Referral,55,Home & Kitchen
104620,2024-07-16,Central,Paid Ads,25,Fashion
104621,2024-06-10,Central,Referral,26,Home & Kitchen
104622,2024-08-13,Central,Paid Ads,18,Fashion
104623,2025-04-27,North,Organic Search,44,Fashion
104624,2025-01-28,North,Social Media,34,Fashion
104625,2024-09-08,South,Referral,31,Beauty & Personal Care
104626,2024-04-20,North,Social Media,31,Sports & Outdoors
104627,2024-12-06,East,Referral,41,Toys & Games
104628,2025-07-03,West,Paid Ads,29,Electronics
104629,2024-11-22,North,Email,18,Grocery
104630,2023-01-01,South,Referral,20,Fashion
104631,2024-02-14,East,Social Media,20,Beauty & Personal Care
104632,2024-04-30,South,Paid Ads,38,Electronics
104633,2025-01-31,East,Social Media,45,Electronics
104634,2024-11-11,East,Organic Search,51,Grocery
104635,2025-07-08,Central,Referral,18,Beauty & Personal Care
104636,2025-02-12,South,Organic Search,41,Fashion
104637,2024-03-06,North,Direct,28,Toys & Games
104638,2024-04-28,Central,Email,67,Grocery
104639,2024-12-27,East,Social Media,50,Home & Kitchen
104640,2024-08-13,East,Email,53,Fashion
104641,2024-06-22,West,Referral,43,Fashion
104642,2024-12-16,Central,Organic Search,39,Books
104643,2024-01-21,North,Referral,30,Fashion
104644,2024-05-04,Central,Direct,28,Home & Kitchen
104645,2024-11-02,West,Organic Search,26,Toys & Games
104646,2025-04-18,East,Organic Search,41,Toys & Games
104647,2024-11-20,Central,Social Media,52,Home & Kitchen
104648,2024-12-05,South,Paid Ads,31,Grocery
104649,2024-12-28,West,Referral,27,Home & Kitchen
104650,2025-06-05,East,Social Media,18,Home & Kitchen
104651,2023-01-01,Central,Email,37,Fashion
104652,2023-01-01,East,Organic Search,48,Fashion
104653,2024-08-24,West,Paid Ads,49,Books
104654,2024-04-22,East,Direct,50,Sports & Outdoors
104655,2024-01-29,South,Paid Ads,39,Beauty & Personal Care
104656,2024-08-19,South,Social Media,35,Books
104657,2024-03-26,Central,Organic Search,49,Fashion
104658,2023-11-30,Central,Organic Search,22,Grocery
104659,2024-05-18,South,Paid Ads,30,Books
104660,2023-09-09,Central,Paid Ads,53,Grocery
104661,2025-01-04,East,Referral,23,Sports & Outdoors
104662,2024-07-16,North,Social Media,34,Home & Kitchen
104663,2023-01-01,West,Direct,41,Books
104664,2023-05-13,North,Direct,35,Electronics
104665,2024-05-10,Central,Organic Search,47,Home & Kitchen
104666,2025-03-01,East,Organic Search,51,Beauty & Personal Care
104667,2024-06-30,Central,Direct,40,Fashion
104668,2023-06-21,East,Paid Ads,50,Grocery
104669,2023-10-09,North,Paid Ads,24,Home & Kitchen
104670,2025-06-27,West,Organic Search,33,Grocery
104671,2025-06-01,West,Referral,61,Grocery
104672,2025-05-28,South,Paid Ads,56,Fashion
104673,2024-01-22,South,Organic Search,20,Electronics
104674,2025-05-26,Central,Social Media,34,Electronics
104675,2025-03-08,West,Email,36,Electronics
104676,2024-08-30,South,Organic Search,39,Fashion
104677,2023-03-20,West,Referral,49,Electronics
104678,2024-01-02,South,Paid Ads,55,Home & Kitchen
104679,2024-10-03,North,Paid Ads,35,Beauty & Personal Care
104680,2023-08-26,West,Paid Ads,47,Sports & Outdoors
104681,2023-01-01,Central,Organic Search,42,Grocery
104682,2024-06-27,Central,Paid Ads,34,Electronics
104683,2025-04-26,East,Direct,18,Toys & Games
104684,2025-03-02,North,Organic Search,46,Beauty & Personal Care
104685,2025-03-04,East,Direct,41,Books
104686,2025-01-23,West,Organic Search,39,Fashion
104687,2024-10-21,Central,Paid Ads,24,Home & Kitchen
104688,2024-04-09,North,Social Media,56,Fashion
104689,2025-05-15,West,Email,36,Home & Kitchen
104690,2025-04-23,East,Organic Search,22,Home & Kitchen
104691,2023-12-04,East,Organic Search,20,Fashion
104692,2024-12-04,North,Social Media,42,Fashion
104693,2025-02-14,North,Paid Ads,42,Sports & Outdoors
104694,2024-09-22,West,Referral,29,Fashion
104695,2023-01-01,North,Email,40,Sports & Outdoors
104696,2023-10-02,West,Organic Search,42,Home & Kitchen
104697,2023-11-04,North,Email,36,Toys & Games
104698,2023-01-01,Central,Organic Search,27,Home & Kitchen
104699,2024-03-22,South,Direct,45,Toys & Games
104700,2023-01-01,East,Direct,44,Electronics
104701,2023-01-01,South,Referral,41,Electronics
104702,2025-05-12,East,Direct,25,Fashion
104703,2025-06-11,East,Email,20,Grocery
104704,2025-03-15,West,Organic Search,35,Sports & Outdoors
104705,2023-02-07,West,Organic Search,45,Fashion
104706,2024-09-16,Central,Organic Search,46,Electronics
104707,2024-10-20,North,Paid Ads,41,Grocery
104708,2023-08-12,Central,Social Media,30,Grocery
104709,2024-12-16,West,Social Media,26,Fashion
104710,2024-05-10,South,Referral,34,Electronics
104711,2023-12-04,Central,Paid Ads,34,Toys & Games
104712,2025-02-28,West,Organic Search,47,Home & Kitchen
104713,2025-04-06,North,Organic Search,29,Fashion
104714,2024-06-29,North,Direct,30,Toys & Games
104715,2024-05-17,West,Paid Ads,57,Sports & Outdoors
104716,2023-09-21,West,Paid Ads,52,Fashion
104717,2025-03-19,North,Organic Search,25,Home & Kitchen
104718,2025-01-17,West,Direct,51,Home & Kitchen
104719,2023-01-01,East,Organic Search,22,Home & Kitchen
104720,2023-05-26,Central,Referral,30,Books
104721,2024-08-21,West,Organic Search,31,Electronics
104722,2023-02-23,Central,Organic Search,34,Home & Kitchen
104723,2025-03-18,North,Referral,41,Beauty & Personal Care
104724,2024-09-23,West,Referral,36,Beauty & Personal Care
104725,2024-05-20,South,Referral,41,Electronics
104726,2024-10-24,East,Organic Search,30,Grocery
104727,2024-10-15,Central,Direct,39,Beauty & Personal Care
104728,2023-10-16,Central,Social Media,35,Toys & Games
104729,2023-05-18,South,Direct,19,Home & Kitchen
104730,2024-11-19,South,Organic Search,40,Grocery
104731,2025-05-05,West,Paid Ads,36,Electronics
104732,2025-05-29,Central,Paid Ads,27,Toys & Games
104733,2025-07-15,West,Email,30,Sports & Outdoors
104734,2023-01-01,North,Referral,30,Home & Kitchen
104735,2023-10-14,North,Social Media,32,Electronics
104736,2024-01-26,West,Organic Search,54,Sports & Outdoors
104737,2024-12-20,West,Organic Search,57,Home & Kitchen
104738,2024-12-21,Central,Organic Search,18,Books
104739,2023-04-29,East,Email,40,Home & Kitchen
104740,2025-06-10,East,Paid Ads,45,Fashion
104741,2024-11-09,North,Organic Search,32,Electronics
104742,2023-02-02,West,Paid Ads,45,Toys & Games
104743,2024-11-09,Central,Organic Search,53,Fashion
104744,2023-11-08,North,Direct,19,Home & Kitchen
104745,2024-08-09,East,Paid Ads,36,Beauty & Personal Care
104746,2025-08-17,South,Direct,56,Sports & Outdoors
104747,2024-08-22,West,Referral,21,Fashion
104748,2024-06-22,West,Social Media,33,Sports & Outdoors
104749,2024-09-13,South,Paid Ads,30,Electronics
104750,2025-04-13,Central,Referral,46,Grocery
104751,2024-09-10,North,Referral,48,Grocery
104752,2025-07-11,West,Organic Search,36,Grocery
104753,2024-11-12,West,Direct,35,Electronics
104754,2023-10-01,North,Paid Ads,18,Home & Kitchen
104755,2023-01-01,West,Paid Ads,50,Grocery
104756,2023-01-01,South,Paid Ads,31,Sports & Outdoors
104757,2025-03-22,South,Referral,33,Grocery
104758,2025-05-24,North,Paid Ads,45,Sports & Outdoors
104759,2024-05-20,West,Paid Ads,37,Grocery
104760,2024-07-14,Central,Organic Search,46,Electronics
104761,2023-12-13,East,Paid Ads,41,Fashion
104762,2025-01-07,West,Organic Search,37,Sports & Outdoors
104763,2024-07-04,South,Direct,38,Grocery
104764,2024-07-21,East,Paid Ads,22,Fashion
104765,2024-11-04,West,Direct,33,Sports & Outdoors
104766,2025-06-17,East,Referral,46,Fashion
104767,2023-10-08,West,Email,25,Books
104768,2024-05-18,North,Direct,27,Beauty & Personal Care
104769,2023-09-03,East,Organic Search,25,Sports & Outdoors
104770,2023-04-30,Central,Social Media,36,Home & Kitchen
104771,2024-08-18,West,Organic Search,50,Fashion
104772,2023-10-05,South,Organic Search,41,Grocery
104773,2023-01-01,East,Paid Ads,18,Toys & Games
104774,2023-01-01,West,Referral,42,Beauty & Personal Care
104775,2024-04-04,Central,Email,30,Grocery
104776,2024-03-04,Central,Organic Search,40,Electronics
104777,2024-04-10,Central,Referral,33,Beauty & Personal Care
104778,2023-12-29,West,Organic Search,25,Home & Kitchen
104779,2023-05-25,South,Organic Search,34,Sports & Outdoors
104780,2024-04-18,South,Organic Search,30,Fashion
104781,2023-01-01,East,Social Media,38,Electronics
104782,2023-01-01,East,Social Media,25,Home & Kitchen
104783,2024-06-23,Central,Organic Search,22,Beauty & Personal Care
104784,2024-06-25,Central,Organic Search,43,Books
104785,2024-11-22,Central,Social Media,47,Grocery
104786,2023-12-05,West,Email,41,Toys & Games
104787,2024-10-12,North,Organic Search,27,Sports & Outdoors
104788,2024-12-03,North,Referral,26,Fashion
104789,2023-12-15,South,Referral,27,Toys & Games
104790,2025-03-31,West,Paid Ads,44,Books
104791,2023-05-15,South,Organic Search,25,Grocery
104792,2023-11-26,West,Direct,44,Home & Kitchen
104793,2023-01-01,Central,Paid Ads,42,Electronics
104794,2024-03-28,South,Paid Ads,48,Books
104795,2023-09-14,Central,Direct,46,Electronics
104796,2023-07-08,East,Email,40,Grocery
104797,2023-01-01,Central,Referral,18,Books
104798,2024-05-09,North,Email,41,Home & Kitchen
104799,2024-11-24,South,Organic Search,36,Electronics
104800,2024-03-19,Central,Email,30,Fashion
104801,2023-05-16,Central,Paid Ads,49,Fashion
104802,2023-02-26,East,Direct,33,Electronics
104803,2025-06-16,North,Paid Ads,29,Electronics
104804,2023-01-01,North,Organic Search,47,Beauty & Personal Care
104805,2024-12-02,East,Paid Ads,30,Electronics
104806,2023-09-05,Central,Email,28,Home & Kitchen
104807,2023-01-01,South,Social Media,22,Beauty & Personal Care
104808,2024-07-24,Central,Email,25,Fashion
104809,2023-02-01,East,Organic Search,26,Toys & Games
104810,2025-06-17,North,Organic Search,41,Home & Kitchen
104811,2023-01-08,East,Social Media,23,Sports & Outdoors
104812,2023-03-30,South,Paid Ads,18,Fashion
104813,2024-01-28,South,Referral,38,Electronics
104814,2023-05-14,West,Direct,28,Electronics
104815,2023-01-01,South,Referral,34,Fashion
104816,2023-01-01,Central,Paid Ads,49,Fashion
104817,2024-07-05,Central,Social Media,35,Fashion
104818,2024-03-22,West,Direct,51,Fashion
104819,2024-08-29,North,Referral,34,Electronics
104820,2024-10-05,Central,Email,46,Grocery
104821,2023-07-12,East,Paid Ads,28,Fashion
104822,2024-09-01,West,Referral,36,Sports & Outdoors
104823,2023-07-13,North,Organic Search,24,Grocery
104824,2024-07-24,West,Referral,26,Toys & Games
104825,2024-06-06,South,Direct,32,Beauty & Personal Care
104826,2025-02-01,West,Direct,20,Fashion
104827,2023-07-27,South,Organic Search,36,Grocery
104828,2025-06-22,Central,Email,31,Toys & Games
104829,2023-01-01,West,Organic Search,37,Sports & Outdoors
104830,2023-01-01,East,Paid Ads,20,Beauty & Personal Care
104831,2024-05-25,East,Referral,42,Fashion
104832,2024-06-10,North,Social Media,53,Beauty & Personal Care
104833,2025-05-22,South,Paid Ads,51,Fashion
104834,2024-11-17,West,Referral,55,Fashion
104835,2023-05-08,Central,Referral,35,Home & Kitchen
104836,2023-02-11,Central,Social Media,31,Home & Kitchen
104837,2024-04-09,North,Social Media,40,Beauty & Personal Care
104838,2023-06-12,South,Referral,32,Home & Kitchen
104839,2025-01-28,West,Paid Ads,18,Electronics
104840,2024-01-09,South,Organic Search,44,Home & Kitchen
104841,2023-01-01,South,Social Media,32,Fashion
104842,2023-10-14,South,Referral,18,Beauty & Personal Care
104843,2023-01-01,Central,Paid Ads,29,Home & Kitchen
104844,2023-01-01,Central,Organic Search,32,Home & Kitchen
104845,2023-12-11,North,Direct,35,Grocery
104846,2025-08-26,Central,Direct,35,Sports & Outdoors
104847,2023-02-25,East,Social Media,50,Sports & Outdoors
